id,name,state_before,date_order,amount_total,n_lines
2453,S02453,draft,2024-06-30 12:05:50,28000.0,1
2456,S02456,draft,2024-06-30 22:49:38,28000.0,1
2457,S02457,draft,2024-07-01 00:46:46,7000.0,2
2458,S02458,draft,2024-07-01 00:50:08,2000.0,1
2463,S02463,draft,2024-07-01 17:07:47,8000.0,1
2486,S02486,draft,2024-07-02 20:01:06,6000.0,1
2496,S02496,draft,2024-07-04 15:55:00,85700.0,6
2502,S02502,draft,2024-07-05 00:15:51,48000.0,3
2516,S02516,draft,2024-07-08 20:22:56,48000.0,2
2517,S02517,draft,2024-07-08 22:50:33,2500.0,1
2520,S02520,draft,2024-07-10 01:55:44,17200.0,4
2528,S02528,draft,2024-07-11 15:47:21,1800.0,1
2533,S02533,draft,2024-07-15 00:52:15,33600.0,3
2538,S02538,draft,2024-07-16 20:46:35,132000.0,1
2545,S02545,draft,2024-07-18 14:22:12,27000.0,1
2556,S02556,draft,2024-07-19 22:48:56,8000.0,1
2561,S02561,draft,2024-07-21 23:41:28,33974.5,5
2567,S02567,draft,2024-07-25 20:06:35,3900.0,1
2588,S02588,draft,2024-08-01 21:57:11,94600.0,15
2594,S02594,draft,2024-08-02 20:40:29,52800.0,8
2598,S02598,draft,2024-08-04 03:48:02,60000.0,6
2599,S02599,draft,2024-08-04 23:11:13,19000.0,1
2600,S02600,draft,2024-08-05 02:35:28,309000.0,3
2610,S02610,draft,2024-08-07 15:26:20,34000.0,1
2622,S02622,draft,2024-08-08 02:08:43,16000.0,1
2623,S02623,draft,2024-08-08 21:32:05,0.0,0
2628,S02628,draft,2024-08-09 11:22:40,4000.0,1
2630,S02630,draft,2024-08-10 18:42:28,435000.0,1
2632,S02632,draft,2024-08-11 04:17:02,2700.0,1
2634,S02634,draft,2024-08-11 19:02:53,38000.0,2
2637,S02637,draft,2024-08-12 15:00:33,11800.0,2
2643,S02643,draft,2024-08-13 14:09:15,10000.0,2
2644,S02644,draft,2024-08-13 15:21:32,25500.0,3
2651,S02651,draft,2024-08-14 02:29:01,33000.0,2
2657,S02657,draft,2024-08-14 19:31:45,40000.0,1
2661,S02661,draft,2024-08-15 02:20:48,57000.0,2
2663,S02663,draft,2024-08-16 05:01:27,22000.0,1
2664,S02664,draft,2024-08-16 14:05:39,82000.0,2
2667,S02667,draft,2024-08-16 20:39:03,22000.0,1
2668,S02668,draft,2024-08-17 03:11:08,146670.0,20
2669,S02669,draft,2024-08-17 10:45:29,61000.0,2
2678,S02678,draft,2024-08-18 01:00:04,29000.0,3
2679,S02679,draft,2024-08-18 02:27:10,7200.0,2
2681,S02681,draft,2024-08-18 15:43:24,448300.0,22
2688,S02688,draft,2024-08-20 05:15:11,0.0,0
2689,S02689,draft,2024-08-20 15:41:29,45000.0,2
2700,S02700,draft,2024-08-22 17:16:00,0.0,0
2701,S02701,draft,2024-08-22 19:49:12,27000.0,1
2702,S02702,draft,2024-08-23 05:27:23,49000.0,1
2713,S02713,draft,2024-08-25 02:53:32,3900.0,1
2714,S02714,draft,2024-08-25 11:26:50,8900.0,1
2715,S02715,draft,2024-08-25 14:27:51,11000.0,1
2716,S02716,draft,2024-08-26 12:04:39,3000.0,1
2720,S02720,draft,2024-08-27 00:53:40,23760.0,2
2734,S02734,draft,2024-08-28 14:19:44,12500.0,2
2735,S02735,draft,2024-08-28 14:34:56,14000.0,1
2736,S02736,draft,2024-08-28 14:34:59,14000.0,1
2743,S02743,draft,2024-08-28 18:20:07,11000.0,1
2744,S02744,draft,2024-08-28 18:31:57,2500.0,1
2750,S02750,draft,2024-08-30 01:04:24,15400.0,2
2752,S02752,draft,2024-08-30 03:46:55,8000.0,1
2753,S02753,draft,2024-08-30 14:49:00,13000.0,1
2754,S02754,draft,2024-08-30 15:59:24,1200.0,1
2760,S02760,draft,2024-08-31 15:01:43,475000.0,1
2763,S02763,draft,2024-09-01 16:54:43,22000.0,1
2764,S02764,draft,2024-09-01 22:01:10,23000.0,3
2765,S02765,draft,2024-09-02 02:37:45,0.0,0
2770,S02770,draft,2024-09-02 18:42:55,54700.0,8
2772,S02772,draft,2024-09-02 20:48:33,9000.0,1
2773,S02773,draft,2024-09-02 23:41:04,7000.0,1
2775,S02775,draft,2024-09-03 09:51:32,70200.0,1
2780,S02780,draft,2024-09-04 02:36:19,270000.0,1
2781,S02781,draft,2024-09-04 02:42:05,1500.0,1
2784,S02784,draft,2024-09-04 06:40:41,20000.0,2
2787,S02787,draft,2024-09-05 13:10:15,12000.0,1
2809,S02809,draft,2024-09-09 17:20:52,36000.0,1
2813,S02813,draft,2024-09-09 18:15:11,495000.0,1
2814,S02814,draft,2024-09-09 18:16:46,495000.0,1
2818,S02818,draft,2024-09-09 21:16:25,2500.0,1
2820,S02820,draft,2024-09-10 14:50:59,1500.0,1
2840,S02840,draft,2024-09-12 19:13:34,475000.0,1
2841,S02841,draft,2024-09-12 23:24:00,9500.0,1
2850,S02850,draft,2024-09-13 19:41:01,20500.0,2
2851,S02851,draft,2024-09-14 00:47:35,15000.0,1
2854,S02854,draft,2024-09-14 13:14:36,9500.0,1
2855,S02855,draft,2024-09-15 03:05:08,2000.0,1
2864,S02864,draft,2024-09-15 19:36:50,17000.0,1
2866,S02866,draft,2024-09-16 22:23:06,9000.0,1
2869,S02869,draft,2024-09-17 01:46:08,12000.0,1
2881,S02881,draft,2024-09-18 11:11:32,53400.0,5
2882,S02882,draft,2024-09-18 14:58:26,12500.0,2
2883,S02883,draft,2024-09-18 15:15:08,4800.0,1
2884,S02884,draft,2024-09-18 19:00:15,25500.0,1
2886,S02886,draft,2024-09-19 00:26:24,28000.0,1
2887,S02887,draft,2024-09-19 15:35:54,800.0,1
2894,S02894,draft,2024-09-19 22:05:42,65000.0,1
2895,S02895,draft,2024-09-20 02:23:34,2500.0,1
2896,S02896,draft,2024-09-20 05:34:25,16500.0,1
2904,S02904,draft,2024-09-21 00:39:32,10000.0,1
2911,S02911,draft,2024-09-22 05:20:00,46700.0,5
2922,S02922,draft,2024-09-24 19:48:50,30600.0,5
2930,S02930,draft,2024-09-25 13:51:29,6000.0,1
2939,S02939,draft,2024-09-27 03:04:07,26500.0,2
2944,S02944,draft,2024-09-28 17:38:28,59000.0,1
2952,S02952,draft,2024-09-30 03:03:35,19000.0,2
2959,S02959,draft,2024-09-30 18:28:39,14000.0,1
2965,S02965,draft,2024-10-01 12:51:21,22800.0,6
2967,S02967,draft,2024-10-01 17:27:23,18000.0,1
2973,S02973,draft,2024-10-02 15:48:18,24000.0,2
2978,S02978,draft,2024-10-03 07:44:19,0.0,0
2991,S02991,draft,2024-10-04 17:11:02,310000.0,1
2994,S02994,draft,2024-10-05 14:37:30,25800.0,3
2996,S02996,draft,2024-10-05 21:24:34,1500.0,1
2999,S02999,draft,2024-10-07 03:43:17,60000.0,1
3003,S03003,draft,2024-10-07 17:24:26,2200.0,1
3006,S03006,draft,2024-10-07 21:51:28,8000.0,2
3007,S03007,draft,2024-10-07 23:51:32,9000.0,1
3013,S03013,draft,2024-10-09 00:23:36,62000.0,3
3016,S03016,draft,2024-10-09 03:15:16,10500.0,2
3028,S03028,draft,2024-10-10 16:29:34,7000.0,1
3030,S03030,draft,2024-10-11 04:29:11,16000.0,1
3035,S03035,draft,2024-10-11 21:51:03,14000.0,1
3036,S03036,draft,2024-10-11 22:02:52,0.0,0
3037,S03037,draft,2024-10-12 01:41:33,5000.0,1
3038,S03038,draft,2024-10-12 08:52:18,16000.0,1
3039,S03039,draft,2024-10-12 16:50:07,18000.0,1
3043,S03043,draft,2024-10-14 07:24:25,1500.0,1
3045,S03045,draft,2024-10-15 01:23:07,4500.0,1
3053,S03053,draft,2024-10-16 12:04:17,3200.0,1
3059,S03059,draft,2024-10-17 04:31:20,2000.0,1
3065,S03065,draft,2024-10-18 06:38:31,14000.0,1
3066,S03066,draft,2024-10-18 13:40:11,11000.0,1
3073,S03073,draft,2024-10-18 22:23:31,750.0,1
3074,S03074,draft,2024-10-19 00:38:47,1500.0,1
3077,S03077,draft,2024-10-19 22:46:11,53500.0,4
3084,S03084,draft,2024-10-21 15:34:01,8500.0,1
3088,S03088,draft,2024-10-22 13:10:58,9000.0,1
3090,S03090,draft,2024-10-22 17:53:58,48900.0,4
3093,S03093,draft,2024-10-22 19:17:00,10800.0,1
3098,S03098,draft,2024-10-23 16:06:58,2900.0,1
3099,S03099,draft,2024-10-23 16:13:02,9500.0,1
3100,S03100,draft,2024-10-23 16:20:02,76500.0,9
3106,S03106,draft,2024-10-24 09:55:33,15000.0,1
3107,S03107,draft,2024-10-24 19:52:48,5200.0,2
3108,S03108,draft,2024-10-24 22:15:32,250000.0,1
3118,S03118,draft,2024-10-26 01:02:13,19000.0,1
3119,S03119,draft,2024-10-26 12:33:12,29020.0,5
3122,S03122,draft,2024-10-26 16:48:16,22000.0,1
3123,S03123,draft,2024-10-26 20:23:46,700.0,1
3124,S03124,draft,2024-10-27 14:04:37,199000.0,7
3125,S03125,draft,2024-10-28 01:58:34,13000.0,1
3132,S03132,draft,2024-10-28 17:30:32,9500.0,1
3135,S03135,draft,2024-10-28 19:05:21,2700.0,1
3142,S03142,draft,2024-10-29 00:05:15,1000.0,1
3143,S03143,draft,2024-10-29 11:01:21,270000.0,1
3144,S03144,draft,2024-10-29 13:45:33,0.0,0
3145,S03145,draft,2024-10-29 13:46:10,73500.0,1
3147,S03147,draft,2024-10-29 15:17:57,0.0,0
3155,S03155,draft,2024-10-29 23:58:39,0.0,0
3156,S03156,draft,2024-10-30 03:20:07,22200.0,2
3158,S03158,draft,2024-10-30 19:48:32,19000.0,1
3165,S03165,draft,2024-10-31 12:32:38,40000.0,1
3177,S03177,draft,2024-11-01 03:29:59,0.0,0
3181,S03181,draft,2024-11-01 17:06:28,0.0,0
3184,S03184,draft,2024-11-01 17:15:16,11000.0,1
3189,S03189,draft,2024-11-02 06:21:01,14001.0,2
3190,S03190,draft,2024-11-02 21:30:30,37202.0,5
3192,S03192,draft,2024-11-03 04:20:12,4500.0,1
3193,S03193,draft,2024-11-03 22:01:55,5000.0,1
3194,S03194,draft,2024-11-03 22:47:33,5000.0,1
3196,S03196,draft,2024-11-04 15:27:16,28000.0,3
3197,S03197,draft,2024-11-04 15:49:23,25000.0,1
3203,S03203,draft,2024-11-04 17:20:06,2000.0,1
3208,S03208,draft,2024-11-04 18:56:31,12500.0,2
3212,S03212,draft,2024-11-05 01:07:32,10000.0,1
3216,S03216,draft,2024-11-05 02:48:41,15000.0,1
3217,S03217,draft,2024-11-05 13:47:31,6000.0,1
3225,S03225,draft,2024-11-05 22:51:55,19000.0,3
3226,S03226,draft,2024-11-05 23:24:55,17000.0,2
3228,S03228,draft,2024-11-06 05:24:14,0.0,0
3230,S03230,draft,2024-11-06 13:05:14,5000.0,1
3232,S03232,draft,2024-11-06 16:21:01,3200.0,2
3239,S03239,draft,2024-11-07 14:51:39,131500.0,4
3243,S03243,draft,2024-11-07 23:24:41,29500.0,3
3244,S03244,draft,2024-11-08 04:01:12,250000.0,1
3249,S03249,draft,2024-11-08 15:40:47,3360.0,1
3256,S03256,draft,2024-11-09 03:37:12,4900.0,1
3257,S03257,draft,2024-11-09 05:38:28,22000.0,1
3258,S03258,draft,2024-11-09 06:26:49,21000.0,1
3259,S03259,draft,2024-11-09 13:29:36,9000.0,1
3260,S03260,draft,2024-11-09 22:02:23,260000.0,1
3261,S03261,draft,2024-11-09 22:04:21,260000.0,1
3264,S03264,draft,2024-11-11 14:24:44,9000.0,1
3267,S03267,draft,2024-11-11 20:58:17,72000.0,2
3268,S03268,draft,2024-11-12 08:02:14,7400.0,2
3269,S03269,draft,2024-11-12 08:26:58,65000.0,1
3272,S03272,draft,2024-11-13 04:18:18,260000.0,1
3273,S03273,draft,2024-11-13 04:31:33,11000.0,1
3276,S03276,draft,2024-11-13 16:40:59,0.0,0
3278,S03278,draft,2024-11-13 17:34:01,25500.0,1
3280,S03280,draft,2024-11-13 21:57:30,84000.0,3
3281,S03281,draft,2024-11-13 22:02:35,8000.0,1
3283,S03283,draft,2024-11-13 22:46:50,435000.0,1
3282,S03282,draft,2024-11-13 22:46:50,435000.0,1
3292,S03292,draft,2024-11-14 18:48:43,17900.0,2
3294,S03294,draft,2024-11-14 21:10:38,2700.0,1
3293,S03293,draft,2024-11-14 21:10:38,40200.0,3
3295,S03295,draft,2024-11-15 13:20:16,15000.0,1
3300,S03300,draft,2024-11-16 02:22:01,96800.0,9
3305,S03305,draft,2024-11-18 15:11:15,12750.0,2
3306,S03306,draft,2024-11-18 16:42:44,6000.0,1
3320,S03320,draft,2024-11-20 01:50:12,22400.0,4
3328,S03328,draft,2024-11-20 18:07:52,9000.0,1
3333,S03333,draft,2024-11-21 05:18:07,25000.0,2
3335,S03335,draft,2024-11-21 14:38:05,12000.0,1
3342,S03342,draft,2024-11-21 22:04:58,6400.0,2
3344,S03344,draft,2024-11-22 04:14:14,4650.0,2
3346,S03346,draft,2024-11-22 08:50:15,19000.0,1
3352,S03352,draft,2024-11-22 20:05:56,12800.0,1
3356,S03356,draft,2024-11-23 04:55:59,54190.0,7
3357,S03357,draft,2024-11-23 12:14:41,2500.0,1
3359,S03359,draft,2024-11-23 17:23:45,0.0,0
3362,S03362,draft,2024-11-24 07:25:22,47120.0,11
3363,S03363,draft,2024-11-24 22:20:52,23600.0,3
3364,S03364,draft,2024-11-25 00:19:05,4900.0,1
3365,S03365,draft,2024-11-25 01:36:17,545000.0,3
3369,S03369,draft,2024-11-25 16:57:42,0.0,0
3382,S03382,draft,2024-11-25 23:23:08,15600.0,1
3384,S03384,draft,2024-11-26 20:58:40,36880.0,3
3385,S03385,draft,2024-11-26 21:32:49,9500.0,1
3394,S03394,draft,2024-11-27 17:45:36,7500.0,1
3398,S03398,draft,2024-11-27 19:03:12,32000.0,1
3400,S03400,draft,2024-11-28 00:15:21,7800.0,1
3401,S03401,draft,2024-11-28 02:08:08,0.0,0
3405,S03405,draft,2024-11-28 16:05:48,2000.0,1
3406,S03406,draft,2024-11-28 23:04:20,29000.0,2
3407,S03407,draft,2024-11-29 02:37:11,0.0,0
3417,S03417,draft,2024-11-29 22:44:32,70000.0,8
3418,S03418,draft,2024-11-29 23:47:55,13900.0,2
3423,S03423,draft,2024-11-30 21:42:57,25000.0,2
3425,S03425,draft,2024-12-02 00:45:22,3500.0,1
3426,S03426,draft,2024-12-02 05:24:20,0.0,0
3432,S03432,draft,2024-12-02 18:20:01,48000.0,5
3436,S03436,draft,2024-12-02 20:28:00,6000.0,1
3437,S03437,draft,2024-12-02 21:51:41,14000.0,1
3438,S03438,draft,2024-12-03 01:08:18,16000.0,1
3440,S03440,draft,2024-12-03 15:30:28,106500.0,10
3441,S03441,draft,2024-12-03 17:50:32,7500.0,1
3442,S03442,draft,2024-12-03 19:01:57,5200.0,1
3443,S03443,draft,2024-12-03 19:20:22,106500.0,6
3447,S03447,draft,2024-12-04 05:01:38,19200.0,1
3448,S03448,draft,2024-12-04 07:22:43,0.0,0
3449,S03449,draft,2024-12-04 07:24:55,131500.0,3
3461,S03461,draft,2024-12-04 23:37:03,19200.0,1
3465,S03465,draft,2024-12-05 20:08:10,46750.0,3
3468,S03468,draft,2024-12-06 00:02:50,5000.0,1
3469,S03469,draft,2024-12-06 00:43:09,36000.0,3
3482,S03482,draft,2024-12-06 23:44:39,12800.0,2
3483,S03483,draft,2024-12-07 02:14:43,8900.0,1
3487,S03487,draft,2024-12-07 16:39:14,25500.0,1
3488,S03488,draft,2024-12-07 19:55:49,14700.0,2
3491,S03491,draft,2024-12-08 16:15:37,22000.0,1
3498,S03498,draft,2024-12-09 04:27:59,6000.0,1
3499,S03499,draft,2024-12-09 04:40:43,114000.0,8
3512,S03512,draft,2024-12-10 00:52:31,39000.0,2
3513,S03513,draft,2024-12-10 01:12:45,13000.0,1
3527,S03527,draft,2024-12-11 19:56:30,4800.0,1
3535,S03535,draft,2024-12-12 19:47:26,3500.0,1
3536,S03536,draft,2024-12-12 23:42:32,107900.0,16
3539,S03539,draft,2024-12-13 05:49:29,0.0,0
3543,S03543,draft,2024-12-13 15:00:56,8900.0,1
3548,S03548,draft,2024-12-14 12:44:52,7600.0,1
3555,S03555,draft,2024-12-15 16:15:30,9500.0,1
3562,S03562,draft,2024-12-16 18:09:28,34000.0,1
3565,S03565,draft,2024-12-16 22:11:14,3000.0,1
3566,S03566,draft,2024-12-16 22:38:00,1500.0,1
3568,S03568,draft,2024-12-17 06:43:08,25000.0,1
3569,S03569,draft,2024-12-17 13:09:44,2500.0,1
3576,S03576,draft,2024-12-17 21:16:11,52060.0,5
3581,S03581,draft,2024-12-18 11:29:41,5400.0,1
3583,S03583,draft,2024-12-18 14:58:14,2700.0,1
3582,S03582,draft,2024-12-18 14:58:14,2700.0,1
3585,S03585,draft,2024-12-18 15:46:44,5000.0,1
3584,S03584,draft,2024-12-18 15:46:44,5000.0,1
3588,S03588,draft,2024-12-18 22:46:27,2000.0,1
3590,S03590,draft,2024-12-19 03:57:18,9900.0,1
3594,S03594,draft,2024-12-19 16:04:49,27500.0,2
3599,S03599,draft,2024-12-21 02:28:06,6000.0,1
3600,S03600,draft,2024-12-21 02:34:10,6000.0,1
3601,S03601,draft,2024-12-21 17:10:29,2500.0,1
3603,S03603,draft,2024-12-23 00:37:34,39000.0,1
3604,S03604,draft,2024-12-23 04:26:57,9500.0,1
3606,S03606,draft,2024-12-23 13:15:38,3000.0,1
3610,S03610,draft,2024-12-24 04:37:14,51000.0,4
3611,S03611,draft,2024-12-25 04:54:02,13000.0,1
3612,S03612,draft,2024-12-25 07:27:38,0.0,0
3613,S03613,draft,2024-12-25 16:55:14,10500.0,2
3614,S03614,draft,2024-12-26 02:39:12,12000.0,1
3616,S03616,draft,2024-12-26 04:29:37,6000.0,1
3617,S03617,draft,2024-12-26 05:28:00,14400.0,2
3618,S03618,draft,2024-12-26 16:08:36,21000.0,1
3620,S03620,draft,2024-12-26 23:59:56,17000.0,1
3621,S03621,draft,2024-12-27 03:55:05,22800.0,7
3626,S03626,draft,2024-12-28 01:51:22,25200.0,6
3627,S03627,draft,2024-12-28 04:48:11,9500.0,1
3631,S03631,draft,2024-12-30 15:37:20,28000.0,1
3635,S03635,draft,2024-12-31 13:41:18,4000.0,1
